2, 61.95, 49.4765
3, 61.95, 37.129
4, 62.3, 56.6625
5, 62.7, 62.143
6, 63.05, 62.737
7, 63.45, 63.051
8, 63.85, 63.2265
9, 64.45, 63.4435
10, 64.6, 63.6745
11, 64.6, 63.6866
12, 65.35, 64.4486
13, 65.7, 64.8471
14, 66.35, 65.1911
15, 66.35, 65.5825
16, 66.7, 65.6091
17, 67.05, 66.1871
18, 67.05, 66.6385
19, 67.05, 66.712
20, 67.4, 66.9475
21, 67.4, 67.1609
22, 67.8, 67.3594
23, 67.8, 67.4394
24, 67.8, 67.7389
25, 68.15, 67.7025
26, 68.55, 67.9245
27, 68.9, 68.1439
28, 69.25, 68.5769
29, 69.9, 68.8834
30, 69.9, 69.007
31, 69.9, 69.3779
32, 69.9, 69.8559
33, 69.9, 69.8064
34, 70.25, 69.8204
35, 70.25, 69.991
36, 70.65, 70.2425
37, 70.65, 70.186
38, 70.65, 70.6064
39, 71.05, 70.5824
40, 71.05, 70.5864
41, 71.05, 70.7194
42, 71.3, 70.8785
43, 71.3, 71.0415
44, 71.3, 71.2229
45, 71.3, 71.2654
46, 71.3, 71.2384
47, 71.3, 71.1784
48, 71.3, 71.2884
49, 71.3, 71.2199
50, 71.3, 71.2779
51, 71.3, 71.2829
52, 71.3, 71.237
53, 71.55, 71.1659
54, 71.55, 71.3549
55, 71.55, 71.4784
56, 71.55, 71.3949
57, 71.55, 71.3304
58, 71.8, 71.4945
59, 71.8, 71.7159
60, 71.8, 71.7339
61, 71.8, 71.7309
62, 72.05, 71.7819
63, 72.05, 71.9774
64, 72.05, 72.0399
65, 72.05, 71.9194
66, 72.05, 72.0314
67, 72.05, 72.0199
68, 72.05, 72.0499
69, 72.05, 72.0499
70, 72.05, 72.0499
71, 72.05, 72.0499
72, 72.05, 72.0499
73, 72.05, 72.0499
74, 72.05, 72.0499
75, 72.05, 72.0499
76, 72.05, 72.0499
77, 72.05, 72.0499
78, 72.05, 72.0499
79, 72.05, 72.0499
80, 72.05, 72.0499
81, 72.05, 72.0499
82, 72.05, 72.0499
83, 72.05, 72.0499
84, 72.05, 72.0499
85, 72.05, 72.0499
86, 72.05, 72.0499
87, 72.05, 72.0499
88, 72.05, 72.0499
89, 72.05, 72.0499
90, 72.05, 72.0499
91, 72.05, 72.0499
92, 72.05, 72.0499
93, 72.05, 72.0499
94, 72.05, 72.0499
95, 72.05, 72.0499
96, 72.05, 72.0499
97, 72.05, 72.0499
98, 72.05, 71.9849
99, 72.05, 71.9664
100, 72.05, 71.9425
101, 72.05, 71.9894
102, 72.3, 72.015
103, 72.3, 72.0799
104, 72.3, 72.2774
105, 72.3, 72.2499
106, 72.3, 72.2124
107, 72.3, 72.2729
108, 72.3, 72.2999
109, 72.3, 72.2999
110, 72.3, 72.2999
111, 72.3, 72.2999
112, 72.3, 72.2999
113, 72.3, 72.2999
114, 72.3, 72.2999
115, 72.3, 72.2999
116, 72.3, 72.2999
117, 72.3, 72.2999
118, 72.3, 72.2999
119, 72.3, 72.2999
120, 72.3, 72.2999
121, 72.3, 72.2999
122, 72.3, 72.2999
123, 72.3, 72.2999
124, 72.3, 72.2999
125, 72.3, 72.2999
126, 72.3, 72.2999
127, 72.3, 72.2999
128, 72.3, 72.2999
129, 72.3, 72.2999
130, 72.3, 72.2999
131, 72.3, 72.2999
132, 72.3, 72.2999
133, 72.3, 72.2999
134, 72.3, 72.2999
135, 72.3, 72.2999
136, 72.3, 72.2999
137, 72.3, 72.2999
138, 72.3, 72.2639
139, 72.3, 72.1895
140, 72.3, 72.2694
141, 72.3, 72.2369
142, 72.3, 72.2539
143, 72.3, 72.1215
144, 72.55, 72.2734
145, 72.55, 72.228
146, 72.55, 72.4914
147, 72.55, 72.5064
148, 72.55, 72.4009
149, 72.55, 72.5099
150, 72.55, 72.4825
151, 72.55, 72.4799
152, 72.55, 72.4189
153, 72.55, 72.2745
154, 72.55, 72.5404
155, 72.55, 72.5499
156, 72.55, 72.5499
157, 72.55, 72.5499
158, 72.55, 72.5499
159, 72.55, 72.5499
160, 72.55, 72.5499
161, 72.55, 72.5499
162, 72.55, 72.5499
163, 72.55, 72.5499
164, 72.55, 72.5499
165, 72.55, 72.5499
166, 72.55, 72.5499
167, 72.55, 72.5499
168, 72.55, 72.5499
169, 72.55, 72.5499
170, 72.55, 72.5499
171, 72.55, 72.5499
172, 72.55, 72.5499
173, 72.55, 72.5499
174, 72.55, 72.5499
175, 72.8, 72.5099
176, 72.8, 72.641
177, 72.8, 72.7634
178, 72.8, 72.7129
179, 73.15, 72.7559
180, 73.15, 72.9914
181, 73.15, 72.9669
182, 73.15, 73.1369
183, 73.15, 73.1049
184, 73.15, 72.7904
185, 73.15, 73.1499
186, 73.15, 73.1499
187, 73.15, 73.1499
188, 73.15, 73.1499
189, 73.15, 73.1499
190, 73.15, 73.1499
191, 73.15, 73.1499
192, 73.15, 73.1499
193, 73.15, 73.1499
194, 73.15, 73.1499
195, 73.15, 73.1499
196, 73.15, 73.1499
197, 73.15, 73.1499
198, 73.15, 73.1499
199, 73.15, 73.1499
200, 73.15, 73.1499
201, 73.15, 73.1499
202, 73.15, 73.1499
203, 73.15, 73.1499
204, 73.15, 73.1499
205, 73.15, 73.1499
206, 73.15, 73.1499
207, 73.15, 73.1499
